"","OpenTime","Open","High","Low","Close","CloseTime","BaseAssetVolume","NumberOfTrades","TakerBuyVolume","TakerBuyBaseAssetVolume","Ignore","NA"
"168",2018-01-31,1084.63,1135,1029,1124.81,1970-01-01 00:01:40,1517443199999,109226169.403087,191394,50640.76647,55078099.4151502,0
"169",2018-02-01,1125.96,1164.99,981,1041.94,1970-01-01 00:03:23,1517529599999,220810878.731351,343466,103607.53527,112587064.50234,0
"170",2018-02-02,1041.89,1047.2,783.67,922.3,1970-01-01 00:06:17,1517615999999,348077470.817222,501434,181803.82775,167889492.187221,0
"171",2018-02-03,923.67,998,851,971,1970-01-01 00:02:40,1517702399999,150132852.169831,277958,81177.46937,76165426.970837,0
"172",2018-02-04,971,975,789,823.56,1970-01-01 00:03:06,1517788799999,163419119.011393,291397,85023.08997,74574008.4471011,0
"173",2018-02-05,821.6,862.47,634.94,697.92,1970-01-01 00:06:05,1517875199999,270801309.654192,430516,172545.91147,127791783.267036,0
"174",2018-02-06,697.93,798,570.1,779.25,1970-01-01 00:10:48,1517961599999,435291131.045478,685832,322992.49713,216518421.161999,0
"175",2018-02-07,779.99,849,714.18,754,1970-01-01 00:05:56,1518047999999,282259408.687827,394597,175794.37713,139230064.665012,0
"176",2018-02-08,753.19,786.93,751,781.66,1970-01-01 00:00:10,1518049694799,8110366.5479331,8507,5608.73717,4322984.755671,0
"177",2018-02-09,781.66,882.2,781.66,877,1970-01-01 00:01:35,1518220799999,81316368.0204354,196544,48219.20627,41065080.6921289,0
"178",2018-02-10,876.3,911.2,800,851.15,1970-01-01 00:03:34,1518307199999,184921264.975407,342039,106790.73578,91838495.0190343,0
"179",2018-02-11,851.15,857,768.28,808.99,1970-01-01 00:03:09,1518393599999,154647315.018998,318895,93816.64268,76606662.6260783,0
"180",2018-02-12,808.58,877.56,807.46,866.66,1970-01-01 00:02:23,1518479999999,122610007.856992,300970,71318.44048,60931441.31271,0
"181",2018-02-13,866.39,871,820,841.57,1970-01-01 00:01:50,1518566399999,92966057.3765568,234604,52069.10892,43902195.1234439,0
"182",2018-02-14,841.57,924.99,841.3,919.09,1970-01-01 00:02:30,1518652799999,133514830.897048,297425,77859.33104,69115076.3694915,0
"183",2018-02-15,919.09,946.66,895.59,924.55,1970-01-01 00:02:35,1518739199999,143817533.14156,308893,75296.76352,69608824.8270431,0
"184",2018-02-16,924.55,948.48,901.36,938.67,1970-01-01 00:01:55,1518825599999,107292023.643239,247188,58076.47841,53965172.1557634,0
"185",2018-02-17,938.6,974,933.48,969.99,1970-01-01 00:01:50,1518911999999,105637458.532303,224139,55838.89511,53589187.4053372,0
"186",2018-02-18,969.99,978.5,897,911,1970-01-01 00:02:40,1518998399999,149501060.853996,287445,76779.45418,71653112.0380931,0
"187",2018-02-19,911,956.22,906.04,938.11,1970-01-01 00:01:20,1519084799999,75083849.3754466,188985,39939.92617,37449846.3956181,0
"188",2018-02-20,939.17,961,873,882.99,1970-01-01 00:02:00,1519171199999,111258169.9827,225795,51589.65011,47882656.040607,0
"189",2018-02-21,882.99,908.88,812.87,835.89,1970-01-01 00:02:56,1519257599999,151739402.984687,324214,87081.7441,75003256.8474594,0
"190",2018-02-22,836.35,871.96,786.6,801.49,1970-01-01 00:02:17,1519343999999,112939926.71691,265430,66047.98885,54235297.7222719,0
"191",2018-02-23,801.47,885,785.99,851.6,1970-01-01 00:02:34,1519430399999,130147658.006448,283445,78138.49259,65812197.0236692,0
"192",2018-02-24,851.59,875,805,833.94,1970-01-01 00:01:29,1519516799999,75082869.2722153,180745,42475.83266,35742853.266445,0
"193",2018-02-25,833.92,849.5,813.18,841.19,1970-01-01 00:00:59,1519603199999,49520472.1940726,134040,30059.73273,25066747.7849579,0
"194",2018-02-26,841.46,882,833,867.98,1970-01-01 00:01:14,1519689599999,64498089.203572,135463,40273.49778,34652951.8929183,0
"195",2018-02-27,867.98,897.49,860.69,870.11,1970-01-01 00:01:03,1519775999999,55793476.980172,113151,31371.55804,27569970.8534677,0
