"","OpenTime","Open","High","Low","Close","CloseTime","BaseAssetVolume","NumberOfTrades","TakerBuyVolume","TakerBuyBaseAssetVolume","Ignore","NA"
"170",2018-02-02,9224.52,9250,8010.02,8873.03,1970-01-01 00:00:49,1517615999999,434236483.704487,453411,23113.503584,201292749.515099,0
"171",2018-02-03,8873.03,9473.01,8229,9199.96,1970-01-01 00:00:28,1517702399999,256834729.059911,327519,14182.838146,127068644.496049,0
"172",2018-02-04,9199.96,9368,7930,8184.81,1970-01-01 00:00:32,1517788799999,274912288.421322,356134,13805.29579,118884553.209362,0
"173",2018-02-05,8179.99,8382.8,6625,6939.99,1970-01-01 00:01:03,1517875199999,471166218.713447,533510,29857.35839,222022401.016924,0
"174",2018-02-06,6939.63,7878,6000.01,7652.14,1970-01-01 00:01:40,1517961599999,684364276.366669,785996,49565.020794,339117633.408855,0
"175",2018-02-07,7655.02,8476,7150.01,7599,1970-01-01 00:01:00,1518047999999,477935038.811777,514893,30084.836266,237137973.453139,0
"176",2018-02-08,7599,7844,7572.09,7784.02,1970-01-01 00:00:01,1518049694788,11770168.043866,12417,844.258813,6532638.63751892,0
"177",2018-02-09,7789.9,8738,7789.9,8683.92,1970-01-01 00:00:20,1518220799999,173348469.811879,273091,10404.040792,88117562.120965,0
"178",2018-02-10,8683.93,9065.78,8120,8533.98,1970-01-01 00:00:49,1518307199999,423411421.93098,537578,24506.723294,210253734.380655,0
"179",2018-02-11,8533.99,8549,7726.53,8063.88,1970-01-01 00:00:45,1518393599999,366966437.249888,524626,23180.34192,188849914.349958,0
"180",2018-02-12,8063.82,8989,8053,8903,1970-01-01 00:00:41,1518479999999,362440826.994377,477660,20916.949742,180528457.554585,0
"181",2018-02-13,8903,8950,8351,8539.9,1970-01-01 00:00:35,1518566399999,305165143.696923,401893,16558.45568,142530987.439302,0
"182",2018-02-14,8535.17,9489.6,8533,9449.99,1970-01-01 00:00:40,1518652799999,370126692.728233,514897,20508.463444,185896385.025911,0
"183",2018-02-15,9449.98,10219.5,9301.5,10000.09,1970-01-01 00:00:52,1518739199999,512388484.731783,608349,25805.098892,252255267.883568,0
"184",2018-02-16,10000.89,10323.37,9666,10159.98,1970-01-01 00:00:38,1518825599999,381103299.223885,405310,18313.004466,182947133.888682,0
"185",2018-02-17,10156.07,11075.07,10050,11039.55,1970-01-01 00:00:41,1518911999999,446012696.169267,413585,21147.624789,225229265.725636,0
"186",2018-02-18,11039.55,11274,10080,10383.43,1970-01-01 00:01:01,1518998399999,649423311.310023,537534,29593.863774,314511909.489331,0
"187",2018-02-19,10375.01,11250,10270.33,11153,1970-01-01 00:00:40,1519084799999,443766562.683066,366882,20619.877129,224193685.437953,0
"188",2018-02-20,11147.11,11786.01,11100.59,11200.99,1970-01-01 00:00:48,1519171199999,551573232.242959,432197,24211.49181,277480902.014119,0
